comment,age_group,comment_length,word_count,processed_tokens,processed_text
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
this is fire!,<18,13,3,['fire'],fire
apartment hunting is stressful!,18-24,31,4,"['apartment', 'hunting', 'stressful']",apartment hunting stressful
looking forward to the weekend!,25-34,31,5,"['looking', 'forward', 'weekend']",looking forward weekend
back in my day,50+,14,4,"['back', 'day']",back day
MORTGAGE RATES ARE INSANE!!,25-34,27,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
reunion with old friends!,35-49,25,4,"['reunion', 'old', 'friend']",reunion old friend
yeet,<18,4,1,['yeet'],yeet
work-life balance is important,25-34,30,4,"['worklife', 'balance', 'important']",worklife balance important
that's sus!,<18,11,2,"['thats', 'sus']",thats sus
when phones had cords,50+,21,4,"['phone', 'cord']",phone cord
PARENT-TEACHER CONFERENCE TODAY,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
back in really my day!!!,50+,24,5,"['back', 'really', 'day']",back really day
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
proud of my children's accomplishments,35-49,38,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
technology moves too fast,50+,25,4,"['technology', 'move', 'fast']",technology move fast
considering downsizing our home,35-49,31,4,"['considering', 'downsizing', 'home']",considering downsizing home
planning for retirement!!,35-49,25,3,"['planning', 'retirement']",planning retirement
BRUH MOMENT FR!!,<18,16,3,"['bruh', 'moment', 'fr']",bruh moment fr
slay queen,<18,10,2,"['slay', 'queen']",slay queen
REALLY REMEMBER WHEN PHONES HAD CORDS!!,50+,39,6,"['really', 'remember', 'phone', 'cord']",really remember phone cord
back in my day,50+,14,4,"['back', 'day']",back day
yeet,<18,4,1,['yeet'],yeet
that's sus!!,<18,12,2,"['thats', 'sus']",thats sus
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
retirement is wonderful!!!,50+,26,3,"['retirement', 'wonderful']",retirement wonderful
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
vibing with my besties,<18,22,4,"['vibing', 'besties']",vibing besties
big mood,<18,8,2,"['big', 'mood']",big mood
apartment hunting is stressful!,18-24,31,4,"['apartment', 'hunting', 'stressful']",apartment hunting stressful
that's sus,<18,10,2,"['thats', 'sus']",thats sus
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
this is fire,<18,12,3,['fire'],fire
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
lowkey obsessed with this!,<18,26,4,"['lowkey', 'obsessed']",lowkey obsessed
reunion with old friends!!,35-49,26,4,"['reunion', 'old', 'friend']",reunion old friend
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
my daughter graduating college!!,35-49,32,4,"['daughter', 'graduating', 'college']",daughter graduating college
business trip next week,25-34,23,4,"['business', 'trip', 'next', 'week']",business trip next week
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
my daughter is graduating college!,35-49,34,5,"['daughter', 'graduating', 'college']",daughter graduating college
grandchildren are a blessing,50+,28,4,"['grandchild', 'blessing']",grandchild blessing
just finished my finals,18-24,23,4,"['finished', 'final']",finished final
empty nest syndrome is super real!,35-49,34,6,"['empty', 'nest', 'syndrome', 'super', 'real']",empty nest syndrome super real
no cap this slaps,<18,17,4,"['cap', 'slap']",cap slap
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
need to schedule a doctor appointment!!,25-34,39,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
proud of my accomplishments,35-49,27,4,"['proud', 'accomplishment']",proud accomplishment
need coffee to,18-24,14,3,"['need', 'coffee']",need coffee
mortgage rates are insane,25-34,25,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
considering downsizing our home,35-49,31,4,"['considering', 'downsizing', 'home']",considering downsizing home
OMG THIS IS SO LIT,<18,18,5,"['omg', 'lit']",omg lit
need to schedule a doctor appointment!!,25-34,39,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
technology moves too fast!!,50+,27,4,"['technology', 'move', 'fast']",technology move fast
yeet,<18,4,1,['yeet'],yeet
WORKING REMOTE HAS PROS AND CONS!,18-24,33,6,"['working', 'remote', 'pro', 'con']",working remote pro con
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
OMG THIS IS SO LIT,<18,18,5,"['omg', 'lit']",omg lit
proud of my children's accomplishments,35-49,38,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
DATING APPS ARE THE WORST,18-24,25,5,"['dating', 'apps', 'worst']",dating apps worst
my student loans are me,18-24,23,5,"['student', 'loan']",student loan
investing for retirement!!!,25-34,27,3,"['investing', 'retirement']",investing retirement
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
need coffee to function!!!,18-24,26,4,"['need', 'coffee', 'function']",need coffee function
just totally meal prepped for the week!!,18-24,40,7,"['totally', 'meal', 'prepped', 'week']",totally meal prepped week
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
totally lowkey obsessed with this,<18,33,5,"['totally', 'lowkey', 'obsessed']",totally lowkey obsessed
blood pressure medication,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
empty really nest syndrome is real,35-49,34,6,"['empty', 'really', 'nest', 'syndrome', 'real']",empty really nest syndrome real
back in my day!!!,50+,17,4,"['back', 'day']",back day
slay queen!,<18,11,2,"['slay', 'queen']",slay queen
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
that's sus,<18,10,2,"['thats', 'sus']",thats sus
slay queen,<18,10,2,"['slay', 'queen']",slay queen
grandchildren are such a blessing,50+,33,5,"['grandchild', 'blessing']",grandchild blessing
reunion with old friends!!!,35-49,27,4,"['reunion', 'old', 'friend']",reunion old friend
parent-teacher conference today!!,25-34,33,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
back in my day,50+,14,4,"['back', 'day']",back day
parent-teacher conference today!,25-34,32,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
my daughter is graduating college!!!,35-49,36,5,"['daughter', 'graduating', 'college']",daughter graduating college
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
JUST MEAL PREPPED FOR THE WEEK!,18-24,31,6,"['meal', 'prepped', 'week']",meal prepped week
literally empty nest syndrome is real,35-49,37,6,"['literally', 'empty', 'nest', 'syndrome', 'real']",literally empty nest syndrome real
grandchildren this weekend!!,35-49,28,3,"['grandchild', 'weekend']",grandchild weekend
health insurance costs are rising,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
thinking about changing careers!!,25-34,33,4,"['thinking', 'changing', 'career']",thinking changing career
big mood,<18,8,2,"['big', 'mood']",big mood
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
bruh moment fr!!,<18,16,3,"['bruh', 'moment', 'fr']",bruh moment fr
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
technology absolutely moves too fast,50+,36,5,"['technology', 'absolutely', 'move', 'fast']",technology absolutely move fast
discount is the best part,50+,25,5,"['discount', 'best', 'part']",discount best part
proud of my actually children's accomplishments,35-49,47,6,"['proud', 'actually', 'childrens', 'accomplishment']",proud actually childrens accomplishment
NEED TO SCHEDULE A DOCTOR APPOINTMENT,25-34,37,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
my student very loans are killing me,18-24,36,7,"['student', 'loan', 'killing']",student loan killing
just meal prepped for the week,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
that's sus,<18,10,2,"['thats', 'sus']",thats sus
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
need schedule a doctor appointment!!!,25-34,37,5,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
no cap this slaps!!!,<18,20,4,"['cap', 'slap']",cap slap
mortgage rates are insane,25-34,25,4,"['mortgage', 'rate', 'insane']",mortgage rate insane
blood pressure medication,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
bruh moment fr!!!,<18,17,3,"['bruh', 'moment', 'fr']",bruh moment fr
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
arthritis acting up today,50+,25,4,"['arthritis', 'acting', 'today']",arthritis acting today
business trip next week,25-34,23,4,"['business', 'trip', 'next', 'week']",business trip next week
working remote has pros and cons,18-24,32,6,"['working', 'remote', 'pro', 'con']",working remote pro con
need coffee to!,18-24,15,3,"['need', 'coffee']",need coffee
super looking forward to the weekend!!,25-34,38,6,"['super', 'looking', 'forward', 'weekend']",super looking forward weekend
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
SENIOR DISCOUNT IS THE BEST HONESTLY PART,50+,41,7,"['senior', 'discount', 'best', 'honestly', 'part']",senior discount best honestly part
arthritis acting up today,50+,25,4,"['arthritis', 'acting', 'today']",arthritis acting today
work-life balance is,25-34,20,3,"['worklife', 'balance']",worklife balance
golden years indeed!!!,50+,22,3,"['golden', 'year', 'indeed']",golden year indeed
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
that's sus,<18,10,2,"['thats', 'sus']",thats sus
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
really managing aging parents and grown kids,35-49,44,7,"['really', 'managing', 'aging', 'parent', 'grown', 'kid']",really managing aging parent grown kid
working remote has pros and,18-24,27,5,"['working', 'remote', 'pro']",working remote pro
this is so lit,<18,14,4,['lit'],lit
my kids are driving me crazy,25-34,28,6,"['kid', 'driving', 'crazy']",kid driving crazy
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
just finished my absolutely finals!!!,18-24,37,5,"['finished', 'absolutely', 'final']",finished absolutely final
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
technology super moves too fast,50+,31,5,"['technology', 'super', 'move', 'fast']",technology super move fast
vibing with my besties,<18,22,4,"['vibing', 'besties']",vibing besties
this is fire,<18,12,3,['fire'],fire
work-life balance is really important,25-34,37,5,"['worklife', 'balance', 'really', 'important']",worklife balance really important
my kids are driving me crazy,25-34,28,6,"['kid', 'driving', 'crazy']",kid driving crazy
MY KIDS DRIVING ME CRAZY!!!,25-34,27,5,"['kid', 'driving', 'crazy']",kid driving crazy
my daughter is graduating college!!!,35-49,36,5,"['daughter', 'graduating', 'college']",daughter graduating college
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
networking event tonight,18-24,24,3,"['networking', 'event', 'tonight']",networking event tonight
grandchildren are such a blessing,50+,33,5,"['grandchild', 'blessing']",grandchild blessing
work-life balance is,25-34,20,3,"['worklife', 'balance']",worklife balance
just meal prepped for the,18-24,25,5,"['meal', 'prepped']",meal prepped
looking forward to the very weekend,25-34,35,6,"['looking', 'forward', 'weekend']",looking forward weekend
omg this is so lit!!,<18,20,5,"['omg', 'lit']",omg lit
remember when phones had cords,50+,30,5,"['remember', 'phone', 'cord']",remember phone cord
need totally to schedule a doctor appointment,25-34,45,7,"['need', 'totally', 'schedule', 'doctor', 'appointment']",need totally schedule doctor appointment
slay queen,<18,10,2,"['slay', 'queen']",slay queen
MY STUDENT LOANS ARE KILLING ME,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
looking forward to the weekend!,25-34,31,5,"['looking', 'forward', 'weekend']",looking forward weekend
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
big mood,<18,8,2,"['big', 'mood']",big mood
my is graduating college,35-49,24,4,"['graduating', 'college']",graduating college
just finished my finals,18-24,23,4,"['finished', 'final']",finished final
